"Advertiser name",Category,Manufacturer,"Product code","Product name","Product description","Product affiliate link","Product picture","Price without VAT","Price with VAT","Price with discount, with VAT","Price with discount, without VAT",Currency,"Free shipping","Gift included"
revita.bg,Начало,Zuccari,"802159 (80215) ZUCCARI","Ултраделикатен интимен гел с алое вера и пробиотици, 80 ml","Гелът балансира и хидратира интимната зона, склонна към сухота и раздразнение. Пробиотиците и пребиотиците подкрепят естествената бактериална флора. Осигурява ежедневен комфорт и улеснява интимните отношения",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fultradelikaten-intimen-gel-s-aloe-vera-i-probiotici-80-ml,http://revita.bg/img/p/1/8/0/6/6/18066.jpg,10.77,10.77,,,EUR,0,0
revita.bg,Начало,Zuccari,"801060 (80285) ZUCCARI","Гел за тяло с алое вера – При раздразнена и изгоряла кожа, 300 ml","Чистият гел от алое вера успокоява стресирана, зачервена и изгоряла от слънцето кожа. Хидратира и освежава, без да оставя лепкаво усещане. Подходящ след излагане на слънце, епилация или бръснене",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fgel-za-tyalo-s-aloe-vera-pri-razdraznena-i-izgoryala-kozha-300-ml,http://revita.bg/img/p/1/8/0/6/3/18063.jpg,14.18,14.18,,,EUR,0,0
revita.bg,Начало,Zuccari,"801039 (80103) ZUCCARI","Алое вера (сок и пулпа) - За храносмилането, 1000 ml","Двойно концентрираният сок и пулпа от алое вера подпомагат нормалното храносмилане и работата на стомашно-чревния тракт. Успокояват стомашната лигавица и подкрепят редовния чревен ритъм. Приема се сутрин на празен стомах, разреден във вода",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Faloe-vera-sok-i-pulpa-za-khranosmilaneto-1000-ml,http://revita.bg/img/p/1/8/0/6/2/18062.jpg,21.26,21.26,,,EUR,0,0
revita.bg,Начало,Zuccari,"708161 (70825) ZUCCARI","Super Ananas Slim Intensive Donna – Срещу наднорменото тегло при менопауза, 28 сашета х 10 ml","Формулата съчетава ананасов бромелаин и гимнема за метаболизма на мазнините и контрол на апетита. Кудзу и салвията осигуряват растителни изофлавони, подкрепящи организма в периода на менопауза. Пробиотичните култури допълват грижата за женското тегло и ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsuper-ananas-slim-intensive-donna-sresshu-nadnormenoto-teglo-pri-menopauza-28-sasheta-kh-10-ml,http://revita.bg/img/p/1/8/0/5/8/18058.jpg,28.35,28.35,,,EUR,0,0
revita.bg,Начало,Zuccari,"708123 (70824) ZUCCARI","Super Ananas Slim Intensive – За по-интензивно изгаряне на мазнини, 25 сашета х 10 ml","Засилената формула с бромелаин от ананас и мате ускорява метаболизма на мазнините. Гимнемата и горчивият портокал ограничават апетита и стимулират изгарянето на калории. Сокът от бреза подпомага извеждането на излишните течности",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsuper-ananas-slim-intensive-za-po-intenzivno-izgaryane-na-maznini-25-sasheta-kh-10-ml,http://revita.bg/img/p/1/8/0/5/7/18057.jpg,22.69,22.69,,,EUR,0,0
revita.bg,Начало,Zuccari,"708093 (70823) ZUCCARI","Super Ananas Slim – За изгаряне на мазнините и контрол на апетита, 25 сашета х 10 ml","Бромелаинът от ананас подпомага разграждането на белтъците, а мате ускорява метаболизма на мазнините. Гимнемата притъпява желанието за сладко и подкрепя нормалните нива на кръвната захар. Подходящ за поддържане на нормално телесно тегло",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fsuper-ananas-slim-za-izgaryane-na-mazninite-i-kontrol-na-apetita-25-sasheta-kh-10-ml,http://revita.bg/img/p/1/8/0/5/6/18056.jpg,21.13,21.13,,,EUR,0,0
revita.bg,Начало,Zuccari,"707089 (70711) ZUCCARI","Re-code Platinum – За отслабване и контрол на апетита при жени, 500 ml","Гарциния камбоджа и папаята подпомагат метаболизма на мазнините и контрола над апетита. Кудзу осигурява растителни изофлавони, а хромът поддържа нормални нива на кръвната захар. ...",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fre-code-platinum-za-otslabvane-i-kontrol-na-apetita-pri-zheni-500-ml,http://revita.bg/img/p/1/8/0/5/5/18055.jpg,32.61,32.61,,,EUR,0,0
revita.bg,Начало,Zuccari,"706211 (70635) ZUCCARI","Ферментирала папая – Антиоксидант за клетъчна защита, 60 сашета х 3 g","Ферментиралата папая е силен антиоксидант, който неутрализира свободните радикали и подкрепя клетъчното здраве. Подсилва естествените защитни сили и жизнеността на организма. Приема се под езика за бързо усвояване",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ffermentirala-papaya-antioksidant-za-kletachna-zasshita-60-sasheta-kh-3-g,http://revita.bg/img/p/1/8/0/5/3/18053.jpg,29.77,29.77,,,EUR,0,0
revita.bg,Начало,Zuccari,"620173 (62017) ZUCCARI","Витамин C с лайка – При нервно напрежение, 100 mg, 60 пастила за смучене","Витамин C подпомага нормалната функция на нервната система и защитата на клетките от оксидативен стрес. Екстрактът от лайка действа успокояващо при нервно напрежение и раздразнителност. Пастилите с аромат на европейски бор са подходящи и за деца над 3 години",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fvitamin-c-s-lajka-pri-nervno-naprezhenie-100-mg-60-pastila-za-smuchene,http://revita.bg/img/p/1/8/0/5/2/18052.jpg,14.89,14.89,,,EUR,0,0
revita.bg,Начало,Zuccari,"620142 (62014) ZUCCARI","Успокояващ спрей за бебета и деца с европейски бор, 100 ml","Спреят нежно ароматизира ръцете и тялото и създава усещане за спокойствие преди сън. Екстрактите от лайка и невен успокояват нежната детска кожа. Без алкохол, подходящ за бебета от раждането им",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fuspokoyavassh-sprej-za-bebeta-i-deca-s-evropejski-bor-100-ml,http://revita.bg/img/p/1/8/0/5/1/18051.jpg,13.41,13.41,,,EUR,0,0
revita.bg,Начало,Zuccari,"620081 (62008) ZUCCARI","Кристали за вана с етерично масло от европейски бор и еделвайс, 250 g","Кристалите се разтварят във водата на ваната и превръщат къпането в релаксиращо спа изживяване. Ароматът на европейски бор отпуска тялото, а еделвайсът омекотява кожата. Подходящи за релаксираща вана след натоварен ден",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkristali-za-vana-s-eterichno-maslo-ot-evropejski-bor-i-edelvajs-250-g,http://revita.bg/img/p/1/8/0/5/0/18050.jpg,12.76,12.76,,,EUR,0,0
revita.bg,Начало,Zuccari,"200009 (20000) ZUCCARI","Билкова формула срещу задържане на течности и отоци, 25 сашета х 10 ml","Подпомагат отделянето на урина и извеждат излишните течности от тъканите. Ортосифонът, златният енчец и глухарчето подсилват бъбречния дренаж и работата на пикочните пътища. Подходяща при подпухналост, отоци и склонност към целулит",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fbilkova-formula-sresshu-zadarzhane-na-technosti-i-otoci-25-sasheta-kh-10-ml,http://revita.bg/img/p/1/8/0/4/6/18046.jpg,26.38,26.38,,,EUR,0,0
revita.bg,Начало,WeightWorld,"131862 WW","Куркума с джинджифил и черен пипер за ставите и храносмилането, 120 капсули","Концентрирана растителна формула с екстракти от куркума с 95% куркуминоиди, джинджифил и черен пипер. Подпомага нормалното храносмилане и доброто състояние на ставите и опорно-двигателния апарат. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkurkuma-s-dzhindzhifil-i-cheren-piper-za-stavite-i-khranosmilaneto-120-kapsuli,http://revita.bg/img/p/1/8/1/0/0/18100.jpg,16.63,16.63,,,EUR,0,0
revita.bg,Начало,WeightWorld,"131909 WW","Ашваганда KSM-66® с черен пипер и витамин B6 за нервната система, 120 капсули","Комбинация от екстракт от корен на ашваганда KSM-66®, черен пипер и витамин B6. Подпомага нервната система и адаптацията на организма в периоди на повишено психическо натоварване. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fashvaganda-ksm-66-s-cheren-piper-i-vitamin-b6-za-nervnata-sistema-120-kapsuli,http://revita.bg/img/p/1/8/1/0/1/18101.jpg,16.63,16.63,,,EUR,0,0
revita.bg,Начало,WeightWorld,"129036 WW","Концентриран хималайски шилажит 500 mg за бърз метаболизъм и силен имунитет, 180 капсули","Висококонцентриран екстракт от шилажит 40:1, еквивалентен на 20 000 mg шилажит на прах в капсула. Подпомага нормалния метаболизъм, имунната система и доброто състояние на стомашно-чревния тракт. Подходящ за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkoncentriran-khimalajski-shilazhit-500-mg-za-barz-metabolizam-i-silen-imunitet-180-kapsuli,http://revita.bg/img/p/1/8/0/9/9/18099.jpg,33.23,33.23,,,EUR,0,0
revita.bg,Начало,WeightWorld,"126660 WW","Витамин D3 2000 IU и K2 200 µg за костната система, 365 таблетки","Съчетава витамини D3 и K2 за поддържане на нормалното състояние на костите и зъбите. Витамин D подпомага усвояването на калция и нормалната функция на имунната система. Подходящ за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fvitamin-d3-2000-iu-i-k2-200-g-za-kostnata-sistema-365-tabletki,http://revita.bg/img/p/1/8/0/9/8/18098.jpg,27.74,27.74,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","970067 ORO","Освежаващи морски соли за вана с био мента, 500 g","Натурални морски соли с освежаваща есенция от био мента, създадени за релаксираща вана или грижа за уморените крака. Разтварят се в топла вода и оставят приятно усещане за свежест, лекота и отпускане",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fosvezhavasshi-morski-soli-za-vana-s-bio-menta-500-g,http://revita.bg/img/p/1/8/0/2/8/18028.jpg,18.41,18.41,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","970074 ORO","Релаксиращи морски соли за вана с био лавандула, 500 g","Натурални морски соли с нежна есенция от био лавандула, създадени за моменти на спокойствие и пълно отпускане. Подходящи за релаксираща вана или вана за уморени крака, особено вечер след дълъг ден",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Frelaksirasshi-morski-soli-za-vana-s-bio-lavandula-500-g,http://revita.bg/img/p/1/8/0/2/9/18029.jpg,17.29,17.29,,,EUR,0,0
revita.bg,Начало,Vitalized,"297991 (40021) LE","Убиквинол 100 mg с астаксантин за сърцето и клетъчна защита, 60 софтгел капсули","Съчетава активната форма на коензим Q10 Kaneka Ubiquinol™ с астаксантин AstaPure® и витамин B2. Подпомага нормалното състояние на сърдечно-съдовата система и зрението, а витамин B2 допринася за защитата на клетките от оксидативен стрес",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fubikvinol-100-mg-s-astaksantin-za-sarceto-i-kletachna-zasshita-60-softgel-kapsuli,http://revita.bg/img/p/1/8/0/4/3/18043.jpg,48.94,48.94,,,EUR,0,0
revita.bg,Начало,Vitalized,"297960 (40018) LE","Чист никотинамид рибозид за клетъчна енергия и метаболизъм, 90 капсули","Изчистена формула с 300 mg никотинамид рибозид хлорид в капсула. Подпомага нормалния енергиен метаболизъм и клетъчното здраве – за ежедневна подкрепа отвътре. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fchist-nikotinamid-ribozid-za-kletachna-energiya-i-metabolizam-90-kapsuli,http://revita.bg/img/p/1/8/0/4/0/18040.jpg,76.19,76.19,,,EUR,0,0
revita.bg,Начало,Vitalized,"297977 (40017) LE","Чревен баланс и имунна подкрепа - 9 милиарда активни пробиотици с цинк и биотин, 30 капсули","Съчетава два специализирани комплекса SynbÆctive® с общо 9 милиарда активни пробиотични бактерии в капсула. Допълнен с цинк за нормалната функция на имунната система и биотин за подкрепа на лигавиците. Подходящ за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fchreven-balans-i-imunna-podkrepa-9-miliarda-aktivni-probiotici-s-cink-i-biotin-30-kapsuli,http://revita.bg/img/p/1/8/0/4/1/18041.jpg,28.22,28.22,,,EUR,0,0
revita.bg,Начало,Vitalized,"297953 (40019) LE","Никотинамид рибозид с билкови екстракти за клетъчна енергия, 30 капсули","Мощна формула с 300 mg никотинамид рибозид хлорид и комплекса MonaJuventa™ Nu от монарда и маточина. Подпомага нормалния енергиен метаболизъм и доброто състояние на клетките. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fnikotinamid-ribozid-s-bilkovi-ekstrakti-za-kletachna-energiya-30-kapsuli,http://revita.bg/img/p/1/8/0/3/9/18039.jpg,41.31,41.31,,,EUR,0,0
revita.bg,Начало,Vitalized,"297939 (40015) LE","Комплекс с калций, витамини D3 и K2 и силиций за костната система, 60 капсули","Цялостна формула с калций Aquamin® от морски водорасли, витамини D3 и K2 и силиций от бамбук BLOOSIL®. Допринася за поддържане на нормалното състояние на костите и зъбите и за доброто усвояване на калция. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fkompleks-s-kalcij-vitamini-d3-i-k2-i-silicij-za-kostnata-sistema-60-kapsuli,http://revita.bg/img/p/1/8/0/3/7/18037.jpg,26.03,26.03,,,EUR,0,0
revita.bg,Начало,Vitalized,"297946 (40010) LE","Витамин C 500 mg за имунна и антиоксидантна защита, 90 капсули","Съчетава стандартна и липозомна форма на витамин C PureWay-C® с фосфолипиди и цитрусови биофлавоноиди. Подпомага нормалната функция на имунната система и защитава клетките от оксидативен стрес. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fvitamin-c-500-mg-za-imunna-i-antioksidantna-zasshita-90-kapsuli,http://revita.bg/img/p/1/8/0/3/8/18038.jpg,21.68,21.68,,,EUR,0,0
revita.bg,Начало,Vitalized,"297915 (40012) LE","Витамини от група B с уридин и цитиколин за нервната система и енергията, 60 капсули","Пълноценен B-комплекс с активни форми на витамините B2, B6, B9 и B12, допълнен с уридин монофосфат и цитиколин. Подпомага нормалната работа на нервната система и енергийния метаболизъм и допринася за намаляване на умората. Подходящ за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fvitamini-ot-grupa-b-s-uridin-i-citikolin-za-nervnata-sistema-i-energiyata-60-kapsuli,http://revita.bg/img/p/1/8/0/3/5/18035.jpg,16.23,16.23,,,EUR,0,0
revita.bg,Начало,Vitalized,"297922 (40014) LE","Висококонцентрирани омега-3 мастни киселини за сърцето, мозъка и зрението, 90 софтгел капсули","Концентрирано рибено масло AlaskOmega® от аляски минтай, осигуряващо 570 mg EPA и 430 mg DHA в дневна доза. Подпомага нормалната функция на сърцето, мозъка и зрението. В капсула от рибен желатин",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fvisokokoncentrirani-omega-3-mastni-kiselini-za-sarceto-mozaka-i-zrenieto-90-softgel-kapsuli,http://revita.bg/img/p/1/8/0/3/6/18036.jpg,27.12,27.12,,,EUR,0,0
revita.bg,Начало,Vitalized,"297908 (40011) LE","Магнезий бисглицинат и оксид за мускулите и нервната система, 100 капсули","Формула с магнезиев бисглицинат и магнезиев оксид SIMAG™, осигуряваща 100 mg магнезий в капсула. Подпомага нормалната работа на мускулите и нервната система и поддържането на нормални кости. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fmagnezij-bisglicinat-i-oksid-za-muskulite-i-nervnata-sistema-100-kapsuli,http://revita.bg/img/p/1/8/0/3/4/18034.jpg,21.68,21.68,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","970357 ORO","Ароматни морски соли за вана с био розово дърво, 500 g","Натурални морски соли с нежния аромат на био розово дърво, създадени за моменти на спокойствие и грижа за себе си. Подходящи за релаксираща вана или вана за уморени крака.",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Faromatni-morski-soli-za-vana-s-bio-rozovo-darvo-500-g,http://revita.bg/img/p/1/8/0/3/3/18033.jpg,19.65,19.65,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","970104 ORO","„Цвете на солта“ от Сицилия, нерафинирана морска сол, 120 g","Натурална морска сол с фини, деликатни кристали от Трапани, Сицилия. Неизмита, неизсушена и нерафинирана, без антислепващи агенти и химически добавки. Идеална за финален щрих към салати, зеленчуци, месо и риба. Отличена със знака Slow Food Presidio",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fcvete-na-solta-ot-siciliya-nerafinirana-morska-sol-120-g,http://revita.bg/img/p/1/8/0/3/0/18030.jpg,10.99,10.99,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","970159 ORO","Фина нерафинирана морска сол от Сицилия, 5 kg","Натурална морска сол от природния резерват „Салините на Трапани и Пачеко“ в Сицилия. Неизмита, неизсушена и нерафинирана, без антислепващи агенти и химически добавки. Фините кристали са удобни за ежедневно готвене и овкусяване. Отличена със знака Slow Food Presidio",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ffina-nerafinirana-morska-sol-ot-siciliya-5-kg,http://revita.bg/img/p/1/8/0/3/1/18031.jpg,14.01,14.01,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","970166 ORO","Едра нерафинирана морска сол от Сицилия, 5 kg","Натурална едра морска сол от природния резерват „Салините на Трапани и Пачеко“ в Сицилия. Неизмита, неизсушена и нерафинирана, без антислепващи агенти и химически добавки. Подходяща за готвене, саламура и овкусяване с мелничка. Отличена със знака Slow Food Presidio",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fedra-nerafinirana-morska-sol-ot-siciliya-5-kg,http://revita.bg/img/p/1/8/0/3/2/18032.jpg,14.01,14.01,,,EUR,0,0
revita.bg,Начало,"Saline Culcasi","24 ORO","Ръчно добита натурална морска сол на кристали, 5 kg","Нерафинирана морска сол, добивана по традиционен начин от семейство Culcasi в природния резерват „Салините на Трапани и Пачеко“ в Сицилия. Чиста и естествена – без антислепващи агенти и химически добавки. Отличена със знака Slow Food Presidio",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Frachno-dobita-naturalna-morska-sol-na-kristali-5-kg,http://revita.bg/img/p/1/8/0/2/5/18025.jpg,14.01,14.01,,,EUR,0,0
revita.bg,Начало,Vitalized,"297984 (40020) LE","Пълен комплекс от витамини, минерали и антиоксиданти за всекидневен прием, 60 капсули","Цялостна формула с витамини и минерали, допълнена с екстракт от гроздови семки, лутеин, зеаксантин и коензим Q10. Подпомага имунната система и енергийния метаболизъм и защитава клетките от оксидативен стрес. Подходяща за вегани",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Fpalen-kompleks-ot-vitamini-minerali-i-antioksidanti-za-vsekidneven-priem-60-kapsuli,http://revita.bg/img/p/1/8/0/4/2/18042.jpg,21.68,21.68,,,EUR,0,0
revita.bg,Начало,"EA Pharma","001020 (RPF0000009) EA","Тонизиращ гел за леки и свежи крака със 7 етерични масла, 150 ml","Освежаващ гел с ментол, камфор, бодлив залист и други растителни екстракти, който тонизира уморените крака и им връща усещането за лекота. Със затоплящо-охлаждащ ефект – идеален след дълъг и натоварен ден",//profitshare.bg/lps/ZOn/Zw/?redirect=https%3A%2F%2Frevita.bg%2F2%2Ftonizirassh-gel-za-leki-i-svezhi-kraka-sas-7-eterichni-masla-150-ml,http://revita.bg/img/p/1/7/9/9/8/17998.jpg,11.44,11.44,,,EUR,0,0
